-2512.47,1884.35,4521
-1672.2,2508.3,6018
0,674.382,1618
2375.76,3563.64,8550
-2545.81,1901.41,4581
-1672.2,2497.85,6018
0,671.572,1618
2375.76,3548.79,8550
-2580.27,1919.08,4643
-1672.2,2487.4,6018
0,672.069,1626
2375.76,3533.94,8550
-2580.27,1911.01,4643
-1672.2,2476.95,6018
0,669.245,1626
2375.76,3519.09,8550
-2580.27,1902.95,4643
-1672.2,2466.5,6018
0,666.422,1626
2375.76,3504.25,8550
-2615.28,1920.6,4706
-1672.2,2456.05,6018
0,663.598,1626
2375.76,3489.4,8550
-2615.28,1912.42,4706
-1672.2,2445.59,6018
0,660.774,1626
2436.06,3562.73,8767
-2615.28,1904.25,4706
-1672.2,2435.14,6018
0,657.95,1626
2375.76,3459.7,8550
-2545.81,1845.72,4581
-1672.2,2424.69,6018
0,655.126,1626
2436.06,3532.28,8767
-2580.27,1862.63,4643
-1672.2,2414.24,6018
0,649.093,1618
2436.06,3517.06,8767
-2580.27,1854.57,4643
-1672.2,2403.79,6018
0,646.283,1618
2436.06,3501.83,8767
-2615.28,1871.56,4706
-1672.2,2393.34,6018
0,643.473,1618
2436.06,3486.61,8767
-2615.28,1863.39,4706
-1672.2,2382.89,6018
0,643.831,1626
2436.06,3471.38,8767
-2651.4,1880.84,4771
-1672.2,2372.44,6018
0,641.007,1626
2375.76,3370.61,8550
-2651.4,1872.55,4771
-1643.58,2321.56,5915
0,632.296,1611
2375.76,3355.76,8550
-2688.64,1890.45,4838
-1643.58,2311.29,5915
0,626.372,1603
2375.76,3340.91,8550
-2688.64,1882.05,4838
-1643.58,2301.01,5915
0,2834.74,7287
2375.76,3326.06,8550
-2688.64,1873.64,4838
-1672.2,2330.63,6018
0,2822.08,7287
2375.76,3311.22,8550
-2688.64,1865.24,4838
-1643.58,2280.47,5915
0,2751.6,7137
2375.76,3296.37,8550
-2651.4,1831.13,4771
-1643.58,2270.2,5915
0,2739.2,7137
2375.76,3281.52,8550
