3879.24,4989.56,1388.33,7522.53,3881.28,4992.18,1389.05,7526.47,3934.85,4994.79,1396.65,7530.41,3885.34,4997.4,1397.38,7534.35,3887.37,5000.02,1398.11,7538.29,3941.02,5088.66,1398.84,7355.54,3891.44,5091.32,1399.57,7359.39,3945.14,5093.98,1400.31,7550.11,3895.5,5096.64,1401.04,7554.05,3949.26,5099.3,1401.77,7557.99,3951.32,5101.95,1402.5,7561.93,3953.38,5104.61,1403.23,7565.87,3955.44,5020.93,1410.87,7569.81,3957.5,5023.54,1411.6,7573.75,4013.14,5026.15,6298.47,7577.69,4015.23,5028.77,6301.74,7581.64,4071.83,5117.91,6305.02,7585.58,4073.94,5120.56,6178.44,7589.52,4076.06,5036.61,6181.65,7593.46,4078.17,5039.22,6184.86,7597.4,4080.29,5041.84,6062.34,7601.34,4138.79,4961.17,6065.49,7605.28,4140.94,4883.02,6068.63,7420.88,4143.08,4806.53,6071.77,7613.16,4145.22,4809.02,6074.91,7617.1,4147.37,4811.5,6078.06,7621.04,4149.51,4813.99,6081.2,7624.98,4151.66,4816.48,6084.34,7628.92,4153.8,4818.97,6087.48,7632.86,4155.95,4821.46,6216.93,7835.41,
3930.73,4989.56,0,7522.53,3932.79,4992.18,1389.05,7526.47,3934.85,4994.79,1396.65,7530.41,3885.34,4997.4,1397.38,7534.35,3887.37,5000.02,1398.11,7538.29,3994.36,5002.63,1398.84,7542.23,3943.08,5091.32,1399.57,7546.17,3998.54,5093.98,1400.31,7550.11,3947.2,5096.64,1401.04,7554.05,4002.71,5099.3,1401.77,7557.99,4004.8,5015.7,1402.5,7561.93,4006.88,5018.31,1403.23,7565.87,4063.37,5020.93,1410.87,7569.81,4011.06,5023.54,1411.6,7770.72,4067.6,5026.15,6298.47,7774.76,4015.23,5028.77,6301.74,7581.64,4071.83,5117.91,6305.02,7585.58,4130.21,5120.56,6308.29,7589.52,4132.36,5036.61,6181.65,7593.46,4134.5,5039.22,6184.86,7597.4,4136.65,5041.84,6188.06,7601.34,4138.79,4961.17,6191.27,7605.28,4140.94,4883.02,6194.48,7609.22,4143.08,4806.53,6071.77,7613.16,4145.22,4809.02,6200.9,7617.1,4147.37,4811.5,6204.1,7621.04,4149.51,4813.99,6207.31,7624.98,4151.66,4816.48,6084.34,7628.92,4153.8,4818.97,6087.48,7632.86,4214.31,4821.46,6216.93,7636.8,
3829.48,4989.56,0,7522.53,3881.28,4992.18,0,7340.17,3883.31,4994.79,1396.65,7530.41,3990.19,4997.4,1397.38,7534.35,3938.96,5000.02,1398.11,7538.29,3994.36,5002.63,1398.84,7542.23,3943.08,5005.24,1399.57,7359.39,3998.54,5007.86,1400.31,7550.11,3947.2,5010.47,1401.04,7554.05,3949.26,5013.09,1401.77,7557.99,4004.8,5015.7,1402.5,7561.93,4006.88,5018.31,1403.23,7565.87,4008.97,5020.93,1403.96,7569.81,4011.06,5023.54,1411.6,7770.72,4067.6,5026.15,0,7577.69,4015.23,5028.77,6172.02,7581.64,4071.83,5031.38,6175.23,7585.58,4130.21,5034,6178.44,7589.52,4132.36,5036.61,6181.65,7593.46,4134.5,5039.22,6184.86,7597.4,4136.65,5041.84,6188.06,7601.34,4138.79,4961.17,6191.27,7605.28,4140.94,4963.74,6194.48,7609.22,4201.26,4885.55,6071.77,7613.16,4203.44,4888.08,6200.9,7617.1,4147.37,4890.61,6204.1,7621.04,4207.79,4813.99,6207.31,7624.98,4151.66,4816.48,6084.34,7628.92,4212.14,4818.97,6087.48,7632.86,4214.31,4821.46,6090.63,7636.8,
3879.24,4989.56,0,7336.33,3932.79,5078.03,0,7340.17,3934.85,5080.68,1396.65,7344.02,3990.19,5083.34,1397.38,7347.86,3992.27,5000.02,1398.11,7351.7,3994.36,5002.63,1398.84,7355.54,3996.45,5005.24,1399.57,7359.39,3998.54,5007.86,1400.31,7550.11,4000.62,5010.47,1407.93,7554.05,4002.71,5013.09,1401.77,7754.55,4004.8,5015.7,1402.5,7561.93,4006.88,4935.47,1403.23,7565.87,4008.97,5020.93,1403.96,7569.81,4011.06,5023.54,1404.69,7770.72,4067.6,5026.15,0,7774.76,4069.71,5028.77,0,7581.64,4071.83,5031.38,6175.23,7585.58,4130.21,5034,6178.44,7589.52,4132.36,5036.61,6181.65,7593.46,4134.5,5039.22,6184.86,7597.4,4194.74,5041.84,6062.34,7601.34,4196.91,4961.17,6065.49,7605.28,4140.94,4963.74,6068.63,7609.22,4143.08,4885.55,6071.77,7613.16,4203.44,4888.08,6074.91,7617.1,4205.61,4890.61,6204.1,7819.24,4207.79,4813.99,6207.31,7624.98,4209.96,4816.48,6084.34,7628.92,4212.14,4818.97,6087.48,7632.86,4273.54,4821.46,6090.63,7636.8,
3879.24,5075.37,0,7522.53,3932.79,5078.03,0,7340.17,3934.85,5080.68,1396.65,7530.41,3990.19,5083.34,1397.38,7534.35,3992.27,5086,1398.11,7538.29,3994.36,5002.63,1398.84,7542.23,3996.45,5005.24,1399.57,7546.17,3998.54,5007.86,1407.2,7550.11,4000.62,5010.47,1407.93,7554.05,4002.71,4930.32,1401.77,7754.55,4004.8,4932.89,1402.5,7758.59,4006.88,4935.47,1410.13,7762.64,4008.97,5020.93,1410.87,7569.81,4011.06,5023.54,1404.69,7573.75,4067.6,5026.15,0,7577.69,4069.71,5028.77,0,7581.64,4128.07,5031.38,0,7585.58,4130.21,5034,6178.44,7589.52,4132.36,5036.61,6181.65,7790.94,4134.5,5039.22,6184.86,7794.98,4136.65,5041.84,6062.34,7799.02,4196.91,5044.45,6065.49,7803.07,4199.09,4963.74,6068.63,7609.22,4201.26,4966.31,6071.77,7613.16,4203.44,4968.88,6074.91,7815.2,4205.61,4971.45,6078.06,7819.24,4266.93,4893.14,6081.2,7624.98,4269.13,4816.48,6084.34,7628.92,4271.34,4818.97,6087.48,7632.86,4335.39,4821.46,6090.63,7636.8,
3879.24,5075.37,0,7336.33,3881.28,5078.03,0,7340.17,3934.85,5169.16,0,7344.02,3990.19,5083.34,0,7534.35,3992.27,5086,0,7538.29,3994.36,5002.63,1398.84,7542.23,3996.45,5005.24,1399.57,7546.17,4052.79,5007.86,1407.2,7550.11,4054.91,5010.47,1407.93,7554.05,4057.02,4930.32,1408.66,7754.55,4059.14,4932.89,1402.5,7758.59,4117.35,4935.47,1410.13,7565.87,4119.49,4938.04,1410.87,7569.81,4121.64,4940.61,0,7573.75,4123.78,5026.15,0,7577.69,4125.92,5028.77,0,7581.64,4128.07,5031.38,0,7585.58,4130.21,5034,0,7589.52,4132.36,5036.61,0,7790.94,4134.5,5039.22,6059.2,7794.98,4136.65,5041.84,6062.34,7799.02,4138.79,5044.45,6065.49,7803.07,4199.09,5047.06,6068.63,7609.22,4201.26,4966.31,6071.77,7613.16,4203.44,4968.88,6074.91,7617.1,4205.61,4971.45,5957.23,7621.04,4266.93,4813.99,5960.31,7624.98,4269.13,4816.48,5963.39,7628.92,4271.34,4818.97,5966.47,7632.86,4335.39,4821.46,5969.55,7636.8,
3879.24,5075.37,0,7522.53,3932.79,5078.03,0,7526.47,3934.85,5080.68,0,7530.41,3990.19,5083.34,0,7534.35,3992.27,5086,0,7538.29,3994.36,5002.63,0,7738.38,4050.68,5005.24,1399.57,7546.17,4052.79,5007.86,1407.2,7550.11,4054.91,4927.75,1407.93,7554.05,4057.02,4930.32,1408.66,7754.55,4115.2,4932.89,1402.5,7758.59,4117.35,4935.47,1410.13,7565.87,4119.49,4938.04,1410.87,7569.81,4121.64,4940.61,1411.6,7573.75,4123.78,5026.15,0,7774.76,4125.92,5028.77,0,7778.81,4128.07,5031.38,0,7782.85,4130.21,5034,0,7786.89,4132.36,5036.61,0,7790.94,4134.5,5039.22,6184.86,7794.98,4136.65,5041.84,6062.34,7799.02,4196.91,5044.45,6065.49,7803.07,4199.09,5047.06,6068.63,7609.22,4201.26,4966.31,6071.77,7811.15,4203.44,4968.88,5954.15,7815.2,4205.61,4890.61,5957.23,7621.04,4266.93,4813.99,5960.31,7624.98,4330.92,4816.48,5963.39,7628.92,4333.15,4743.22,5850.67,7632.86,4335.39,4821.46,5853.69,7835.41,
3930.73,5075.37,0,7522.53,3932.79,5078.03,0,7526.47,3934.85,5080.68,0,7530.41,3990.19,5083.34,0,7534.35,3992.27,5086,0,7538.29,3994.36,5002.63,0,7542.23,4050.68,5005.24,0,7546.17,4052.79,5007.86,1407.2,7550.11,4054.91,4927.75,1407.93,7554.05,4057.02,4930.32,1408.66,7754.55,4115.2,4932.89,1409.4,7758.59,4117.35,4935.47,1410.13,7565.87,4119.49,4938.04,0,7569.81,4121.64,4940.61,0,7770.72,4123.78,5026.15,0,7774.76,4125.92,5028.77,0,7778.81,4128.07,5031.38,0,7782.85,4130.21,5034,0,7786.89,4132.36,5036.61,0,7790.94,4134.5,5039.22,0,7794.98,4136.65,5041.84,6062.34,7799.02,4196.91,5044.45,6065.49,7803.07,4199.09,5047.06,5947.98,7609.22,4201.26,4966.31,5951.06,7613.16,4203.44,4968.88,5838.59,7617.1,4205.61,4971.45,5841.61,7621.04,4266.93,4813.99,5844.63,7624.98,4330.92,4816.48,5847.65,7827.32,4396.71,4743.22,5850.67,7831.37,4398.98,4821.46,5742.19,7835.41,
3930.73,5075.37,0,7718.16,3932.79,5078.03,0,7722.2,3934.85,5169.16,0,7726.25,3990.19,5262.96,0,7730.29,3992.27,5265.71,0,7734.33,3994.36,5177.27,0,7738.38,4050.68,5179.98,0,7742.42,4052.79,5007.86,1407.2,7550.11,4054.91,4927.75,1407.93,7554.05,4113.06,4930.32,1408.66,7557.99,4115.2,4932.89,1409.4,7758.59,4175.17,4935.47,0,7565.87,4177.34,4938.04,0,7569.81,4179.52,4940.61,0,7770.72,4181.69,5026.15,0,7774.76,4183.87,5115.25,0,7778.81,4128.07,5117.91,0,7782.85,4130.21,5120.56,0,7786.89,4132.36,5123.22,0,7790.94,4134.5,5125.88,0,7794.98,4194.74,5128.54,0,7799.02,4196.91,5131.2,6065.49,7803.07,4199.09,5047.06,6068.63,7609.22,4201.26,5049.68,5951.06,7613.16,4203.44,4968.88,5838.59,7815.2,4264.72,4971.45,5841.61,7819.24,4328.68,4893.14,5733.3,7823.28,4330.92,4816.48,5847.65,7827.32,4396.71,4743.22,5739.23,7831.37,4398.98,4745.67,0,7835.41,
3930.73,5075.37,0,7718.16,3932.79,5166.45,0,7722.2,3934.85,5169.16,0,7932.4,3990.19,5171.86,0,7730.29,4046.45,5265.71,0,7734.33,4048.56,5268.46,0,7944.85,4050.68,5179.98,0,7742.42,4052.79,5007.86,0,7746.46,4054.91,5010.47,1420.85,7750.51,4113.06,4930.32,0,7754.55,4172.99,4932.89,0,7758.59,4175.17,4935.47,0,7565.87,4177.34,5020.93,0,7569.81,4121.64,5023.54,0,7573.75,4123.78,5112.59,0,7774.76,4125.92,5115.25,0,7778.81,4128.07,5117.91,0,7585.58,4130.21,5209.73,0,7786.89,4132.36,5212.44,0,7790.94,4134.5,5215.14,0,7794.98,4194.74,5217.85,0,7799.02,4196.91,5220.55,0,7803.07,4199.09,5133.86,0,7609.22,4201.26,5049.68,0,7811.15,4262.52,4968.88,5838.59,7815.2,4264.72,4971.45,5730.34,7819.24,4328.68,4813.99,5733.3,7823.28,4330.92,4740.77,0,7827.32,4333.15,4743.22,0,7831.37,4398.98,4745.67,0,7835.41,
